ItemID,StockUrl,StockStatus,Quantity,Status,ErrorCode,ShortMessage,LongMessage
,https://item.fril.jp/2fd135d5206066793eece6c5c02917a1,,0,success,,,
,https://item.fril.jp/2fce29dbda8cdcdbe9f8053ce0aae59f,,0,success,,,
,https://item.fril.jp/305bdb3747a736c2c81864c93d2da3f0,購入に進む,1,success,,,
,https://item.fril.jp/31574e4c2120878a43950ba26c2be8f4,,0,success,,,
,https://item.fril.jp/3126c027431cf009939ee2c87a9c0fb9,,0,success,,,
,https://item.fril.jp/3146c067ce590936373fe773fa0f296b,,0,success,,,
,https://item.fril.jp/31f7c25b4809ba92eecf260657846f56,,0,success,,,
,https://item.fril.jp/31576e06833a615f9c97cb4f77c81623,購入に進む,1,success,,,
,https://item.fril.jp/3220cb34594828f291599eb7e2000466,購入に進む,1,success,,,
,https://item.fril.jp/35a1b53083df6c65558b1198028f44f9,,0,success,,,
,https://item.fril.jp/345523df537835566fee5130b3938afd,購入に進む,1,success,,,
,https://item.fril.jp/33b74b399331afa1fbcdb52d6d599bf7,,0,success,,,
,https://item.fril.jp/35b939a000dcd777c23f7924c8b735b5,購入に進む,1,success,,,
,https://item.fril.jp/35cb7005c9b66a6cd9ed7fb9439c4e9c,購入に進む,1,success,,,
,https://item.fril.jp/3569febcbb19bfceda0dfc425c62c1ad,購入に進む,1,success,,,
,https://item.fril.jp/36a5b02be19074316e9cafdd1cc6a768,,0,success,,,
,https://item.fril.jp/36947d2b97406f4431564bb6804ed470,,0,success,,,
,https://item.fril.jp/36f58474d87954213685696f16af87ac,購入に進む,1,success,,,
,https://item.fril.jp/38e5839d42677c49cf4b56db75c33e6d,,0,success,,,
,https://item.fril.jp/3764ecdaff37773317f1e296646f8719,,0,success,,,
,https://item.fril.jp/375723be168ee08a962ce762d4a8a648,購入に進む,1,success,,,
,https://item.fril.jp/38fdcdff6c42101165b7896329d2f202,,0,success,,,
,https://item.fril.jp/3a671e1d07a02595566531b59e7c7d6b,,0,success,,,
,https://item.fril.jp/39bfcdfeb432a991d74ab4bbf6071395,,0,success,,,
,https://item.fril.jp/3b983db5aa48fe11d0fa161e98bbd180,購入に進む,1,success,,,
,https://item.fril.jp/3d04978d56c246161d31a38d6b9607f7,,0,success,,,
,https://item.fril.jp/3ccead2c39cc792c6118155a7a8637dc,,0,success,,,
,https://item.fril.jp/3e84ff6f1f71f317a6379fd7869ab46d,購入に進む,1,success,,,
,https://item.fril.jp/3d236d11b36022751e0202a29ec36214,,0,success,,,
,https://item.fril.jp/3e7b739d481f0b8ae4e37cd4a144fef8,,0,success,,,
,https://item.fril.jp/3efbf276c6f76bb3ffa1c337624cb180,,0,success,,,
,https://item.fril.jp/3ff46c18e97e6b2dfa87ead0d523c9b9,,0,success,,,
,https://item.fril.jp/3eadd2ce62cccaaada9927c7d21bb307,,0,success,,,
,https://item.fril.jp/40571df74eb58aa2afd6eebb99cbcff3,,0,success,,,
,https://item.fril.jp/401c9951a295114246db1bc47307ff21,,0,success,,,
,https://item.fril.jp/412878577cd2f0d868835e5c9f6cd0fd,,0,success,,,
,https://item.fril.jp/41452634e412d6a0b932a43e94c4a525,購入に進む,1,success,,,
,https://item.fril.jp/41d01629ab9b44d4f0789806c55cf293,,0,success,,,
,https://item.fril.jp/41b83bb316798be57aa83aeff937d298,購入に進む,1,success,,,
,https://item.fril.jp/433575f80e30b32207f29637e4d1b12d,購入に進む,1,success,,,
,https://item.fril.jp/444527d08b5a67fdd4c837fb45f726e9,購入に進む,1,success,,,
,https://item.fril.jp/420dc2b4a411e47e07b8d083b9d263d1,購入に進む,1,success,,,
,https://item.fril.jp/44651ffc6b69790d6e16601be7096d26,購入に進む,1,success,,,
,https://item.fril.jp/43d20d9323097c6321330f4f80b5baa2,,0,success,,,
,https://item.fril.jp/44877d8ee84fffe66e89baef23deb35b,購入に進む,1,success,,,
,https://item.fril.jp/45169e50a2ec0e06c91f4cd1e8cbae65,,0,success,,,
,https://item.fril.jp/45b6b50f11aa6678e4ef7bcdee75b8d4,,0,success,,,
,https://item.fril.jp/46152386073b85234fd2a9bc88348ad5,,0,success,,,
,https://item.fril.jp/46509d1a868d709a577cbdeab33e93dd,,0,success,,,
,https://item.fril.jp/464e31dc4e97597e7ee999cd645727f4,,0,success,,,
,https://item.fril.jp/46644039139488f2f1cbdfb441a626b6,,0,success,,,
,https://item.fril.jp/475690650b685b8c473de9025d8dcbc0,購入に進む,1,success,,,
,https://item.fril.jp/48dc56b3f06fe0278fcfe87e28366abc,,0,success,,,
,https://item.fril.jp/470372f20c81234101854a548f3c2239,購入に進む,1,success,,,
,https://item.fril.jp/49d3072c87069969c2f84122dac43ef1,購入に進む,1,success,,,
,https://item.fril.jp/492f1c9ea7127ada32c2785132c8b283,,0,success,,,
,https://item.fril.jp/4adf74c64caeea6a89e346a3eb438efe,,0,success,,,
,https://item.fril.jp/4a7ec7e754df65dba2e811a122cf58d2,購入に進む,1,success,,,
,https://item.fril.jp/4ae4e0f786e102a2b72b7a006d2d9fec,,0,success,,,
,https://item.fril.jp/4b33ed60235f32c8aaa479a8ce4739fc,購入に進む,1,success,,,
,https://item.fril.jp/4ca652daf8572b35ba285edf14133c07,購入に進む,1,success,,,
,https://item.fril.jp/4b57ad4e7a65030a38354a902de14a25,購入に進む,1,success,,,
,https://item.fril.jp/4c0e9c7b85377bd524b6f908d835669f,購入に進む,1,success,,,
,https://item.fril.jp/4d316cf6232338bf37532a13f716c482,購入に進む,1,success,,,
,https://item.fril.jp/4cff989e7719d0c02ad2420da9201ec0,購入に進む,1,success,,,
,https://item.fril.jp/4ce6c87d432799aba96161f2594a8060,購入に進む,1,success,,,
,https://item.fril.jp/4da897facc6980a2d43c0de657fd79d2,,0,success,,,
,https://item.fril.jp/4d9bccb42900901dd0ee7fa7ce34cfe4,購入に進む,1,success,,,
,https://item.fril.jp/4db1022615a09e1360b28c61a2a3e1c5,購入に進む,1,success,,,
,https://item.fril.jp/4db481ce98752555470f04eb3e9439ce,購入に進む,1,success,,,
,https://item.fril.jp/4e4998a589328df4e7eb6db39e6e14d8,購入に進む,1,success,,,
,https://item.fril.jp/4fc28fddf4aee3ae224445a948ec7bb3,購入に進む,1,success,,,
,https://item.fril.jp/5089e55e94f5f262dbd29297ab5f8424,購入に進む,1,success,,,
,https://item.fril.jp/5065a79218140787a825cf1d49c02bdf,,0,success,,,
,https://item.fril.jp/50369098b9cb84d8371a7b9d0645ce4d,,0,success,,,
,https://item.fril.jp/5145f766f512dc9d413495403b1eebe3,,0,success,,,
,https://item.fril.jp/516a83ee47b4c341e5f8a8c718a50117,,0,success,,,
,https://item.fril.jp/510d97b5cd7e00636f188546e4644b2e,購入に進む,1,success,,,
,https://item.fril.jp/5234f3dcad2592d7c62dc1a43441427a,,0,success,,,
,https://item.fril.jp/5339542015d4a290c62624625c143c77,,0,success,,,
,https://item.fril.jp/51d8f931ec78f0a24cb3dbd4fca9ec33,,0,success,,,
,https://item.fril.jp/54cc8d1b44497ba4aba6f585a32c6389,,0,success,,,
,https://item.fril.jp/53f1fdb407e5b73165222215ab7d8d2c,,0,success,,,
,https://item.fril.jp/53981107a76492b794e7f47be36a5393,,0,success,,,
,https://item.fril.jp/566cfb822e8b1b3429638a7e6e05d739,購入に進む,1,success,,,
,https://item.fril.jp/56b57503cf0795a2e5f5b62a042be4aa,,0,success,,,
,https://item.fril.jp/54e4549c6e06bc5b43e7b00012bfa833,購入に進む,1,success,,,
,https://item.fril.jp/57b9ca8c8259a55f85605e9edfc89120,購入に進む,1,success,,,
,https://item.fril.jp/58885604ed96733529897605204a88de,購入に進む,1,success,,,
,https://item.fril.jp/58183336b81c145abd6331252adfeae7,購入に進む,1,success,,,
,https://item.fril.jp/5917c3cf94e601532d846ee933d9c557,購入に進む,1,success,,,
,https://item.fril.jp/5a25f1422f882569e875593efdad66fe,購入に進む,1,success,,,
,https://item.fril.jp/58edb61a0fe31f9d918f530d9cda5455,購入に進む,1,success,,,
,https://item.fril.jp/5a57a5a90ff96677af42b2ac3adea9f6,購入に進む,1,success,,,
,https://item.fril.jp/5ab8187c279f6a46b6242469a574bb02,,0,success,,,
,https://item.fril.jp/5aec1f00a11d60be6b0d5b19727ee83d,購入に進む,1,success,,,
,https://item.fril.jp/5af9bc18eaf3477ab159ba4aa38e7007,購入に進む,1,success,,,
,https://item.fril.jp/5bbe2e0b3ee37e229b064ba3c9dc70ea,購入に進む,1,success,,,
,https://item.fril.jp/5b3a3a04101d8716f91a605c70df68ad,購入に進む,1,success,,,
,https://item.fril.jp/5d2c5897e60c896ee10797392932349e,購入に進む,1,success,,,
,https://item.fril.jp/5ce432c83be4ced05263982663ff2361,,0,success,,,
,https://item.fril.jp/5d0e4e489e3d1fd95860feb67f8b4c15,購入に進む,1,success,,,
,https://item.fril.jp/5dd34c86f638162040d0defd2fa5bac2,購入に進む,1,success,,,
,https://item.fril.jp/5fda6aec32e1da24deed8680587a02a0,購入に進む,1,success,,,
,https://item.fril.jp/5d5e0ba22d67f44436728be3f51e6cb8,,0,success,,,
,https://item.fril.jp/6041b157e49482cd8142e0b76d838cf9,,0,success,,,
,https://item.fril.jp/601a8afd32c2818befb4e90ab51a368e,購入に進む,1,success,,,
,https://item.fril.jp/614ba270f778573825417ea5542db869,,0,success,,,
,https://item.fril.jp/63b935ee3079337ad92e4a13dd90f7ed,購入に進む,1,success,,,
,https://item.fril.jp/63b335f9b7ccfdfa12a3c0643f3d5191,購入に進む,1,success,,,
,https://item.fril.jp/65412f2c08d019481f136bb4aea031f3,購入に進む,1,success,,,
,https://item.fril.jp/680e30b43a92587092e5848bb4c45296,購入に進む,1,success,,,
,https://item.fril.jp/6940ba56b32d2b10b58f7d5d15b0fef7,購入に進む,1,success,,,
,https://item.fril.jp/69f9a5fd5c7b3fc4a418281ff9339547,購入に進む,1,success,,,
,https://item.fril.jp/6ba5f0a1a3b1a23673aa8c8652add159,購入に進む,1,success,,,
,https://item.fril.jp/6b64d7f4fa69d0fa892d29b51f15947a,購入に進む,1,success,,,
,https://item.fril.jp/6a3c042978a33b49f56c4da5519bb9c8,購入に進む,1,success,,,
,https://item.fril.jp/6d57b4d6ee5f49ef91479850336a91b3,,0,success,,,
,https://item.fril.jp/6f0cc9836e08281f852cf794f0f81e02,購入に進む,1,success,,,
,https://item.fril.jp/6bdba0f0519f7e268ec864c5f854f229,,0,success,,,
,https://item.fril.jp/7194c3099d84fc4b0bf065f4e0235210,,0,success,,,
,https://item.fril.jp/7218235784a771e687e8b9497e86e202,購入に進む,1,success,,,
,https://item.fril.jp/6ed63b3cdb30daa688cff909e82ea132,,0,success,,,
,https://item.fril.jp/744dee65aab31dae44e0b8c4c3d45970,,0,success,,,
,https://item.fril.jp/725ed06596e4180bce006b4713d810fc,購入に進む,1,success,,,
,https://item.fril.jp/73db3c9a845e04d815ff5ef10ae03a12,購入に進む,1,success,,,
,https://item.fril.jp/756f6ee3b215e126abac06a9c4918865,,0,success,,,
,https://item.fril.jp/74ce7115dad558d655e081f92bb8cc21,,0,success,,,
,https://item.fril.jp/7470d97f1b41f867f926da67f7f70f15,購入に進む,1,success,,,
,https://item.fril.jp/758a7ca6e0849a30d9a0f2074d9abb6e,,0,success,,,
,https://item.fril.jp/7505ad9aae06fcd168f18f81b485edb8,購入に進む,1,success,,,
,https://item.fril.jp/75c9c8ebeee274e7a45f5b9e6cc06d61,,0,success,,,
,https://item.fril.jp/76737e1df0982bc88250c71073654732,,0,success,,,
,https://item.fril.jp/762437cca9f1f85cc2e27e72dc64c1cf,,0,success,,,
,https://item.fril.jp/7608da225a597444b402e90648b6695e,,0,success,,,
,https://item.fril.jp/78318d638cad558fa319aa6470a00050,,0,success,,,
,https://item.fril.jp/78effaa1bf221232be64b7253ab3e040,,0,success,,,
,https://item.fril.jp/76809618ab785a18c0e82e1885a87fca,,0,success,,,
,https://item.fril.jp/797c041b0cd8c2058dda6b623adc5587,,0,success,,,
,https://item.fril.jp/79d0bb8623c6abbf150a94b475290cbb,購入に進む,1,success,,,
,https://item.fril.jp/796ef8573cf17a2ffdfe555df63bc2ec,購入に進む,1,success,,,
,https://item.fril.jp/7bcd8e2570ba4ecac9500aff8e239b50,購入に進む,1,success,,,
,https://item.fril.jp/7b422d4abe7153cec91cb486c5452670,購入に進む,1,success,,,
,https://item.fril.jp/7e743f220449a52739b9b06b849e5cff,購入に進む,1,success,,,
,https://item.fril.jp/7c15e933312737bf70e12d2956019276,購入に進む,1,success,,,
,https://item.fril.jp/7ec9c2af586d53e6fcd874149039983f,購入に進む,1,success,,,
,https://item.fril.jp/7f4ae538f6887ce79b552bd8ee1ffbc9,購入に進む,1,success,,,
,https://item.fril.jp/7f70eca9f5a0f99aa5d8c99ed618f42a,,0,success,,,
,https://item.fril.jp/7f4af73d8bd1b69c1667d57b254cf92c,購入に進む,1,success,,,
,https://item.fril.jp/7f75db16355f825f55026a1a08d1c80f,購入に進む,1,success,,,
,https://item.fril.jp/80ab42fe74727187cc59f5d1015496d4,購入に進む,1,success,,,
,https://item.fril.jp/7fa44323b8954355743e1777dd7d1602,購入に進む,1,success,,,
,https://item.fril.jp/809add12c2d14d0bdfc963eeae375e1e,,0,success,,,
,https://item.fril.jp/80abcfc7569978eb9d412be254bfc08d,購入に進む,1,success,,,
,https://item.fril.jp/80e8a6eb9270988c40af06b060b2d826,購入に進む,1,success,,,
,https://item.fril.jp/8230208de8599dac6eda407ef1892163,,0,success,,,
,https://item.fril.jp/82cd3405298edf1050471f7e96a5d35c,購入に進む,1,success,,,
,https://item.fril.jp/82386aa3ffca460d3d29880be1d14acc,,0,success,,,
,https://item.fril.jp/824117b75a5122186532bf59f3ad0792,,0,success,,,
,https://item.fril.jp/82561a711e89422de5e654b70ade3835,,0,success,,,
,https://item.fril.jp/85e22bee62bd3ef2ed582121499571a2,,0,success,,,
,https://item.fril.jp/8431b0cd9b7221af7627126521e85b23,,0,success,,,
,https://item.fril.jp/89bfe91bf047f2b479262f87c681cb67,,0,success,,,
,https://item.fril.jp/86102c72bc6204254c7f56be64e6151c,購入に進む,1,success,,,
,https://item.fril.jp/89c08e22f6f05f4c037d377ab6fbcfcf,,0,success,,,
,https://item.fril.jp/89fa1e2f88888c328a1a54bb38dbefe1,購入に進む,1,success,,,
,https://item.fril.jp/8a4a19a6670ccf65b97512c7b1c21d2a,購入に進む,1,success,,,
,https://item.fril.jp/8a31a2af45f426709b469b55a452689d,購入に進む,1,success,,,
,https://item.fril.jp/8bd423dc79d5f555fb007854b6373582,購入に進む,1,success,,,
,https://item.fril.jp/8b9cd580851b57cc454850048eb5749a,購入に進む,1,success,,,
,https://item.fril.jp/8b23f8c4e1a68940b4c274e646d1b6ab,購入に進む,1,success,,,
,https://item.fril.jp/8c518b7506bc0ff08fb043b3a17ea51c,購入に進む,1,success,,,
,https://item.fril.jp/8da6fe429c8a2bfe6f64c99aa8e6dab2,購入に進む,1,success,,,
,https://item.fril.jp/8c76d06a7f0c8eacbc57723bf9ba1f75,,0,success,,,
,https://item.fril.jp/8e5bfffbc952455a813823b4ccc77f37,購入に進む,1,success,,,
,https://item.fril.jp/8df9890c7a4ce3eab89e5121702341ce,,0,success,,,
,https://item.fril.jp/8db06cc7695f0b35ffd46f06807809a8,,0,success,,,
,https://item.fril.jp/8fd8991c2e20288c829074a4db79798d,,0,success,,,
,https://item.fril.jp/907b9338ec49ecbea65a97438f5015d0,購入に進む,1,success,,,
,https://item.fril.jp/8e69efb68bac2a403690bf7acba700c8,購入に進む,1,success,,,
,https://item.fril.jp/90a8744da142f2008bbd70dffec5adc0,,0,success,,,
,https://item.fril.jp/90dafec5d329ea655a8279244c8ceb4b,購入に進む,1,success,,,
,https://item.fril.jp/91324279c9214b53a14dcac99c3a2a84,購入に進む,1,success,,,
,https://item.fril.jp/920172ce76d27ad5586f343cb54e61ec,購入に進む,1,success,,,
,https://item.fril.jp/92eba9130c8e63e2f3312db088a94e04,,0,success,,,
,https://item.fril.jp/91930456ae3c324217301558b5f13283,購入に進む,1,success,,,
,https://item.fril.jp/9469a55d257708e17c4bf83c3eb8909c,,0,success,,,
,https://item.fril.jp/9347cbc86f18809e185e27c888eab163,,0,success,,,
,https://item.fril.jp/941173295266ad9f57c5fb77ce1d0c27,購入に進む,1,success,,,
,https://item.fril.jp/950cc26aebab783e615705dbfde62cfc,,0,success,,,
,https://item.fril.jp/959cd297950eef884584d13576de8dbc,購入に進む,1,success,,,
,https://item.fril.jp/953664512ebf96f32daa8e086c1c81fa,,0,success,,,
,https://item.fril.jp/96b5ca431d600c3e466206b063a60000,購入に進む,1,success,,,
,https://item.fril.jp/962448fb454c124a3e5810c62faf9fc5,購入に進む,1,success,,,
,https://item.fril.jp/965b365530ca7747b5eff612a1495eb3,購入に進む,1,success,,,
,https://item.fril.jp/978ab3e98077b6d85dd4d39dc841ac9d,購入に進む,1,success,,,
,https://item.fril.jp/9790d1ad3fdffbf552286708fcd53ca0,,0,success,,,
,https://item.fril.jp/96e09263e74bc461a9c8968697df51e4,購入に進む,1,success,,,
,https://item.fril.jp/98d4b313410b905eb34d7761b1317b1e,購入に進む,1,success,,,
,https://item.fril.jp/991448ed37401d3155e65057937fac59,購入に進む,1,success,,,
,https://item.fril.jp/98a65b178a46fcd68e088a0558f77d72,購入に進む,1,success,,,
,https://item.fril.jp/9aa67a99a545eb4e38d59f5569676ea6,,0,success,,,
,https://item.fril.jp/998cc8cf6aeef7ca3a838c8e16173fce,購入に進む,1,success,,,
,https://item.fril.jp/99dcff5296506b263419cbf80f2e40f4,購入に進む,1,success,,,
,https://item.fril.jp/9d626dd7d25029518e60f1d2b64ea19e,購入に進む,1,success,,,
,https://item.fril.jp/9a3d0df05f4082beb75fdc2def8a2fb5,購入に進む,1,success,,,
,https://item.fril.jp/9c0cb11b667682584341bace1ba9795f,,0,success,,,
,https://item.fril.jp/9e4ce005677dbf67c71e70838c276ba2,購入に進む,1,success,,,
,https://item.fril.jp/9f2a21b37461ca708c9d4a07b3a9b679,購入に進む,1,success,,,
,https://item.fril.jp/9e5306fa161bd9b513d5050285c94756,購入に進む,1,success,,,
,https://item.fril.jp/9fe238685bb914d953de31ef645f336e,,0,success,,,
,https://item.fril.jp/a0fff48cde39806bf59e3c2e10953ff0,購入に進む,1,success,,,
,https://item.fril.jp/a13a9fc357a14e32b5cbed74128b8bfb,購入に進む,1,success,,,
